N,epsilon,transition_prob,discount_factor,global_phase_size,aggregate_phase_size,algorithm,time,iterations,total_updates,error,num_mega_states,t_sa_final,theoretical_bound,speedup_updates
50,0.1,0.6,0.85,2,5,mega_state_agg,0.1268408098258078,16,15050,1.1817752368653824,7,10,1.3333333333333333,8.471760797342192
50,0.1,0.5,0.99,5,20,value_iteration,2.8824862893670797,117,292500,0.0,,,19.999999999999982,2.6446654611211575
50,0.1,0.5,0.99,5,20,mega_state_agg,1.1902867550961673,180,110600,19.83928306130796,145,140,19.999999999999982,2.6446654611211575
50,0.1,0.6,0.85,2,10,value_iteration,1.2774855587631464,51,127500,0.0,,,1.3333333333333333,12.667660208643815
50,0.1,0.6,0.85,2,10,mega_state_agg,0.09883148223161697,19,10065,1.3310487026590936,7,15,1.3333333333333333,12.667660208643815
50,0.1,0.6,0.85,5,20,value_iteration,1.2253331658430398,51,127500,0.0,,,1.3333333333333333,10.128693994280267
50,0.1,0.6,0.85,5,20,mega_state_agg,0.1176234339363873,16,12588,1.3050550958706228,8,11,1.3333333333333333,10.128693994280267
50,0.1,0.6,0.9,2,5,value_iteration,1.7101562740281224,72,180000,0.0,,,2.0000000000000004,7.927769213829553
50,0.1,0.6,0.9,2,5,mega_state_agg,0.20231345715001225,29,22705,1.875380571494217,18,20,2.0000000000000004,7.927769213829553
50,0.1,0.6,0.9,2,10,value_iteration,1.7926476229913533,72,180000,0.0,,,2.0000000000000004,10.152284263959391
50,0.1,0.6,0.9,2,10,mega_state_agg,0.1743928398936987,37,17730,1.865671432026085,13,30,2.0000000000000004,10.152284263959391
50,0.1,0.6,0.9,5,20,value_iteration,1.7628598399460316,72,180000,0.0,,,2.0000000000000004,8.928571428571429
50,0.1,0.6,0.9,5,20,mega_state_agg,0.1946959402412176,28,20160,1.9918373644946517,8,20,2.0000000000000004,8.928571428571429
50,0.1,0.6,0.95,2,5,value_iteration,2.0264182528480887,84,210000,0.0,,,3.999999999999997,4.101963082332259
50,0.1,0.6,0.95,2,5,mega_state_agg,0.534180800896138,65,51195,3.8891135743810388,53,45,3.999999999999997,4.101963082332259
50,0.1,0.6,0.95,2,10,value_iteration,2.037977966014296,84,210000,0.0,,,3.999999999999997,5.0602409638554215
50,0.1,0.6,0.95,2,10,mega_state_agg,0.40151343680918217,86,41500,3.9993028628892056,46,70,3.999999999999997,5.0602409638554215
50,0.1,0.6,0.95,5,20,value_iteration,2.0582087342627347,84,210000,0.0,,,3.999999999999997,4.764065335753176
50,0.1,0.6,0.95,5,20,mega_state_agg,0.4396496550180018,77,44080,3.9400616983946417,44,60,3.999999999999997,4.764065335753176
50,0.1,0.6,0.99,2,5,value_iteration,2.3771518203429878,97,242500,0.0,,,19.999999999999982,2.695792340614752
50,0.1,0.6,0.99,2,5,mega_state_agg,0.9173498670570552,114,89955,19.553069481748977,132,80,19.999999999999982,2.695792340614752
50,0.1,0.7,0.8,2,5,value_iteration,0.9907587529160082,40,100000,0.0,,,1.0000000000000002,9.978048293753742
50,0.1,0.7,0.8,2,5,mega_state_agg,0.09554849099367857,10,10022,0.9968032311488475,7,6,1.0000000000000002,9.978048293753742
50,0.1,0.6,0.99,2,10,value_iteration,2.4022807767614722,97,242500,0.0,,,19.999999999999982,3.136316606311433
50,0.1,0.6,0.99,2,10,mega_state_agg,0.8646985008381307,161,77320,19.96751344642957,130,133,19.999999999999982,3.136316606311433
50,0.1,0.7,0.8,2,10,value_iteration,0.9936735038645566,40,100000,0.0,,,1.0000000000000002,9.970089730807578
50,0.1,0.7,0.8,2,10,mega_state_agg,0.09639529092237353,14,10030,0.7483654779457405,3,10,1.0000000000000002,9.970089730807578
50,0.1,0.7,0.8,5,20,value_iteration,0.9885578881949186,40,100000,0.0,,,1.0000000000000002,7.979572294924992
50,0.1,0.7,0.8,5,20,mega_state_agg,0.11609606584534049,9,12532,0.9230439536461974,8,4,1.0000000000000002,7.979572294924992
50,0.1,0.6,0.99,5,20,value_iteration,2.3421028247103095,97,242500,0.0,,,19.999999999999982,2.966832646170033
50,0.1,0.6,0.99,5,20,mega_state_agg,0.8620951161719859,141,81737,19.97782330470814,127,111,19.999999999999982,2.966832646170033
50,0.1,0.7,0.85,2,5,value_iteration,1.300052460283041,53,132500,0.0,,,1.3333333333333333,8.803986710963455
50,0.1,0.7,0.85,2,5,mega_state_agg,0.14397856080904603,16,15050,1.1817264169885702,7,10,1.3333333333333333,8.803986710963455
50,0.1,0.7,0.85,2,10,value_iteration,1.2922431780025363,53,132500,0.0,,,1.3333333333333333,10.515873015873016
50,0.1,0.7,0.85,2,10,mega_state_agg,0.12217200500890613,25,12600,1.2011107814412005,7,20,1.3333333333333333,10.515873015873016
50,0.1,0.7,0.85,5,20,value_iteration,1.2908851238898933,53,132500,0.0,,,1.3333333333333333,10.516707675212318
50,0.1,0.7,0.85,5,20,mega_state_agg,0.11909925006330013,16,12599,1.3050062759938097,9,11,1.3333333333333333,10.516707675212318
50,0.1,0.7,0.9,2,5,value_iteration,1.6624161330983043,66,165000,0.0,,,2.0000000000000004,7.271925958572059
50,0.1,0.7,0.9,2,5,mega_state_agg,0.2208294221200049,29,22690,1.871671407695736,17,20,2.0000000000000004,7.271925958572059
50,0.1,0.7,0.9,2,10,value_iteration,1.5599527130834758,66,165000,0.0,,,2.0000000000000004,9.311512415349886
50,0.1,0.7,0.9,2,10,mega_state_agg,0.1885124472901225,37,17720,1.8619622682276038,12,30,2.0000000000000004,9.311512415349886
50,0.1,0.7,0.9,5,20,value_iteration,1.6167738689109683,66,165000,0.0,,,2.0000000000000004,8.176412289395442
50,0.1,0.7,0.9,5,20,mega_state_agg,0.19451752491295338,28,20180,1.9881282006961776,9,20,2.0000000000000004,8.176412289395442
50,0.1,0.7,0.95,2,5,value_iteration,1.8854801692068577,75,187500,0.0,,,3.999999999999997,3.85366354948104
50,0.1,0.7,0.95,2,5,mega_state_agg,0.4872335749678314,64,48655,3.880960461192796,50,45,3.999999999999997,3.85366354948104
50,0.1,0.7,0.95,2,10,value_iteration,1.8625411842949688,75,187500,0.0,,,3.999999999999997,4.822530864197531
50,0.1,0.7,0.95,2,10,mega_state_agg,0.40825143177062273,85,38880,3.996949185938229,41,70,3.999999999999997,4.822530864197531
50,0.1,0.7,0.95,5,20,value_iteration,1.737855777144432,75,187500,0.0,,,3.999999999999997,4.2517006802721085
50,0.1,0.7,0.95,5,20,mega_state_agg,0.4548849887214601,77,44100,3.902245714092441,44,60,3.999999999999997,4.2517006802721085
50,0.1,0.7,0.99,2,5,value_iteration,2.0306562683545053,83,207500,0.0,,,19.999999999999982,3.0733910982744574
50,0.1,0.7,0.99,2,5,mega_state_agg,0.6685680043883622,86,67515,19.931405952477817,94,60,19.999999999999982,3.0733910982744574
50,0.1,0.92,0.8,2,5,value_iteration,1.012877743691206,42,105000,0.0,,,1.0000000000000002,10.477996207963278
50,0.1,0.92,0.8,2,5,mega_state_agg,0.10307118482887745,10,10021,0.9966690211513276,6,6,1.0000000000000002,10.477996207963278
50,0.1,0.7,0.99,2,10,value_iteration,2.047743807081133,83,207500,0.0,,,19.999999999999982,3.561009095589497
50,0.1,0.7,0.99,2,10,mega_state_agg,0.6061616591177881,122,58270,19.82132344328707,70,100,19.999999999999982,3.561009095589497
50,0.1,0.92,0.8,2,10,value_iteration,1.0440025189891458,42,105000,0.0,,,1.0000000000000002,8.339952343129468
50,0.1,0.92,0.8,2,10,mega_state_agg,0.12253802409395576,25,12590,0.9141450590745128,6,20,1.0000000000000002,8.339952343129468
50,0.1,0.92,0.8,5,20,value_iteration,1.0346845593303442,42,105000,0.0,,,1.0000000000000002,8.367200573750896
50,0.1,0.92,0.8,5,20,mega_state_agg,0.10806722892448306,12,12549,0.9398865999563482,7,7,1.0000000000000002,8.367200573750896
50,0.1,0.7,0.99,5,20,value_iteration,1.9574633873999119,83,207500,0.0,,,19.999999999999982,3.422962718574728
50,0.1,0.7,0.99,5,20,mega_state_agg,0.596228355076164,103,60620,19.990607152554418,72,80,19.999999999999982,3.422962718574728
50,0.1,0.92,0.85,2,5,value_iteration,1.3301573358476162,54,135000,0.0,,,1.3333333333333333,8.97308075772682
50,0.1,0.92,0.85,2,5,mega_state_agg,0.15143689373508096,16,15045,1.1809707041574047,6,10,1.3333333333333333,8.97308075772682
50,0.1,0.92,0.85,5,20,value_iteration,1.2691606958396733,54,135000,0.0,,,1.3333333333333333,7.644394110985277
50,0.1,0.92,0.85,5,20,mega_state_agg,0.16764993406832218,27,17660,1.2867112428345777,8,20,1.3333333333333333,7.644394110985277
50,0.1,0.92,0.85,2,10,value_iteration,1.4065402541309595,54,135000,0.0,,,1.3333333333333333,6.679861454725383
50,0.1,0.92,0.85,2,10,mega_state_agg,0.19568780343979597,38,20210,1.1851949907518335,11,30,1.3333333333333333,6.679861454725383
50,0.1,0.92,0.9,2,5,value_iteration,1.3880339190363884,56,140000,0.0,,,2.0000000000000004,6.17828773168579
50,0.1,0.92,0.9,2,5,mega_state_agg,0.23698949813842773,29,22660,1.8434541500964965,13,20,2.0000000000000004,6.17828773168579
50,0.1,0.92,0.9,2,10,value_iteration,1.3867430971004069,56,140000,0.0,,,2.0000000000000004,5.527261242054562
50,0.1,0.92,0.9,2,10,mega_state_agg,0.24777299398556352,51,25329,1.9843403076934845,19,41,2.0000000000000004,5.527261242054562
50,0.1,0.92,0.9,5,20,value_iteration,1.3708462957292795,56,140000,0.0,,,2.0000000000000004,6.17828773168579
50,0.1,0.92,0.9,5,20,mega_state_agg,0.23897886695340276,29,22660,1.788410535180014,8,20,2.0000000000000004,6.17828773168579
50,0.1,0.92,0.95,2,5,value_iteration,1.4705743789672852,59,147500,0.0,,,3.999999999999997,3.6298757228989786
50,0.1,0.92,0.95,2,5,mega_state_agg,0.3994412343017757,56,40635,3.985360706256756,30,40,3.999999999999997,3.6298757228989786
50,0.1,0.92,0.95,2,10,value_iteration,1.5516437222249806,59,147500,0.0,,,3.999999999999997,4.1087495473411515
50,0.1,0.92,0.95,2,10,mega_state_agg,0.35930655617266893,81,35899,3.9756044689170853,27,67,3.999999999999997,4.1087495473411515
50,0.1,0.92,0.95,5,20,value_iteration,1.467284956946969,59,147500,0.0,,,3.999999999999997,3.867432287160125
50,0.1,0.92,0.95,5,20,mega_state_agg,0.36885602166876197,58,38139,3.9885821178305676,33,43,3.999999999999997,3.867432287160125
50,0.1,0.92,0.99,2,5,value_iteration,1.4846861939877272,61,152500,0.0,,,19.999999999999982,4.011574378534789
50,0.1,0.92,0.99,2,5,mega_state_agg,0.36736620543524623,50,38015,19.924439948568548,26,35,19.999999999999982,4.011574378534789
50,0.1,0.92,0.99,2,10,value_iteration,1.4819980571046472,61,152500,0.0,,,19.999999999999982,4.253479485677628
50,0.1,0.92,0.99,2,10,mega_state_agg,0.35653509804978967,77,35853,19.925892363721463,31,63,19.999999999999982,4.253479485677628
50,0.1,0.92,0.99,5,20,value_iteration,1.3479562709107995,61,152500,0.0,,,19.999999999999982,4.288526434195726
50,0.1,0.92,0.99,5,20,mega_state_agg,0.31889042304828763,54,35560,19.848955580269227,19,40,19.999999999999982,4.288526434195726
50,0.1,0.95,0.8,2,5,value_iteration,1.062634713947773,43,107500,0.0,,,1.0000000000000002,10.728542914171657
50,0.1,0.95,0.8,2,5,mega_state_agg,0.09690767293795943,10,10020,0.9966961005058463,5,6,1.0000000000000002,10.728542914171657
50,0.1,0.95,0.8,2,10,value_iteration,1.0907015642151237,43,107500,0.0,,,1.0000000000000002,7.128647214854111
50,0.1,0.95,0.8,2,10,mega_state_agg,0.22834867611527443,26,15080,0.9440942517009971,5,20,1.0000000000000002,7.128647214854111
50,0.1,0.95,0.8,5,20,value_iteration,1.0907430252991617,43,107500,0.0,,,1.0000000000000002,8.58351964228681
50,0.1,0.95,0.8,5,20,mega_state_agg,0.12129685282707214,9,12524,0.9229368230031962,6,4,1.0000000000000002,8.58351964228681
50,0.1,0.95,0.85,2,5,value_iteration,1.210435587912798,53,132500,0.0,,,1.3333333333333333,8.806912595546693
50,0.1,0.95,0.85,2,5,mega_state_agg,0.13005237793549895,16,15045,1.2155511411794704,6,10,1.3333333333333333,8.806912595546693
50,0.1,0.95,0.85,2,10,value_iteration,1.3126717717386782,53,132500,0.0,,,1.3333333333333333,6.565906838453915
50,0.1,0.95,0.85,2,10,mega_state_agg,0.19553039921447635,38,20180,1.2521881241478034,9,30,1.3333333333333333,6.565906838453915
50,0.1,0.95,0.85,5,20,value_iteration,1.3226044462062418,53,132500,0.0,,,1.3333333333333333,6.585487077534792
50,0.1,0.95,0.85,5,20,mega_state_agg,0.21711120894178748,28,20120,1.1411487831410723,6,20,1.3333333333333333,6.585487077534792
50,0.1,0.95,0.9,2,5,value_iteration,1.3376632858999074,55,137500,0.0,,,2.0000000000000004,6.069300375193114
50,0.1,0.95,0.9,2,5,mega_state_agg,0.21816324489191175,29,22655,1.835989486367577,13,20,2.0000000000000004,6.069300375193114
50,0.1,0.95,0.9,2,10,value_iteration,1.411741267889738,55,137500,0.0,,,2.0000000000000004,4.51856720341768
50,0.1,0.95,0.9,2,10,mega_state_agg,0.2930726269260049,62,30430,1.793591946499106,14,50,2.0000000000000004,4.51856720341768
50,0.1,0.95,0.9,5,20,value_iteration,1.353029164019972,55,137500,0.0,,,2.0000000000000004,6.07869142351901
50,0.1,0.95,0.9,5,20,mega_state_agg,0.21294297697022557,29,22620,1.9004793504668198,6,20,2.0000000000000004,6.07869142351901
50,0.1,0.95,0.95,2,5,value_iteration,1.37408199114725,57,142500,0.0,,,3.999999999999997,3.5175631310014563
50,0.1,0.95,0.95,2,5,mega_state_agg,0.36601124005392194,53,40511,3.979661364901517,28,37,3.999999999999997,3.5175631310014563
50,0.1,0.95,0.95,2,10,value_iteration,1.4150759293697774,57,142500,0.0,,,3.999999999999997,3.0857514075357297
50,0.1,0.95,0.95,2,10,mega_state_agg,0.4637115728110075,98,46180,3.9175180136862906,29,80,3.999999999999997,3.0857514075357297
50,0.1,0.95,0.95,5,20,value_iteration,1.3229303630068898,57,142500,0.0,,,3.999999999999997,3.748027354024198
50,0.1,0.95,0.95,5,20,mega_state_agg,0.35569649701938033,55,38020,3.928248407376273,18,40,3.999999999999997,3.748027354024198
50,0.1,0.95,0.99,2,5,value_iteration,1.4287576749920845,58,145000,0.0,,,19.999999999999982,4.091422121896162
50,0.1,0.95,0.99,2,5,mega_state_agg,0.34795547602698207,46,35440,19.90308177610829,30,32,19.999999999999982,4.091422121896162
50,0.1,0.95,0.99,2,10,value_iteration,1.3598366691730917,58,145000,0.0,,,19.999999999999982,5.17672259907176
50,0.1,0.95,0.99,2,10,mega_state_agg,0.26085713412612677,61,28010,19.969509880672522,19,50,19.999999999999982,5.17672259907176
50,0.1,0.98,0.8,2,5,value_iteration,0.9894225709140301,43,107500,0.0,,,1.0000000000000002,7.147606382978723
50,0.1,0.98,0.8,2,5,mega_state_agg,0.14310509897768497,16,15040,0.8004014375538162,5,10,1.0000000000000002,7.147606382978723
50,0.1,0.95,0.99,5,20,value_iteration,1.4107836028560996,58,145000,0.0,,,19.999999999999982,4.391278013325257
50,0.1,0.95,0.99,5,20,mega_state_agg,0.31809974182397127,53,33020,19.42122749517933,19,40,19.999999999999982,4.391278013325257
50,0.1,0.98,0.8,2,10,value_iteration,1.047902949154377,43,107500,0.0,,,1.0000000000000002,7.128647214854111
50,0.1,0.98,0.8,2,10,mega_state_agg,0.14407456293702126,26,15080,0.9913373563122478,5,20,1.0000000000000002,7.128647214854111
50,0.1,0.98,0.8,5,20,value_iteration,1.0692702839151025,43,107500,0.0,,,1.0000000000000002,8.58351964228681
50,0.1,0.98,0.8,5,20,mega_state_agg,0.1125282570719719,9,12524,0.922897922483668,6,4,1.0000000000000002,8.58351964228681
50,0.1,0.98,0.85,2,5,value_iteration,1.2419886910356581,51,127500,0.0,,,1.3333333333333333,8.474576271186441
50,0.1,0.98,0.85,2,5,mega_state_agg,0.13088327879086137,16,15045,1.2862420555265457,6,10,1.3333333333333333,8.474576271186441
50,0.1,0.98,0.85,2,10,value_iteration,1.2467419072054327,51,127500,0.0,,,1.3333333333333333,6.324404761904762
50,0.1,0.98,0.85,2,10,mega_state_agg,0.19503294490277767,38,20160,1.3180773340733012,7,30,1.3333333333333333,6.324404761904762
50,0.1,0.98,0.85,5,20,value_iteration,1.2565381079912186,51,127500,0.0,,,1.3333333333333333,6.336978131212724
50,0.1,0.98,0.85,5,20,mega_state_agg,0.19046338321641088,28,20120,1.2070379930665665,6,20,1.3333333333333333,6.336978131212724
50,0.1,0.98,0.9,2,5,value_iteration,1.3341697356663644,53,132500,0.0,,,2.0000000000000004,5.853766291142037
50,0.1,0.98,0.9,2,5,mega_state_agg,0.22798549616709352,29,22635,1.9264305281301661,10,20,2.0000000000000004,5.853766291142037
50,0.1,0.98,0.9,2,10,value_iteration,1.2095718421041965,53,132500,0.0,,,2.0000000000000004,5.245447347585115
50,0.1,0.98,0.9,2,10,mega_state_agg,0.24110637791454792,50,25260,1.90765973242552,9,40,2.0000000000000004,5.245447347585115
50,0.1,0.98,0.9,5,20,value_iteration,1.3910045232623816,53,132500,0.0,,,2.0000000000000004,5.274681528662421
50,0.1,0.98,0.9,5,20,mega_state_agg,0.28281492413952947,30,25120,1.8017734644378525,6,20,2.0000000000000004,5.274681528662421
50,0.1,0.98,0.95,2,5,value_iteration,1.4453882900997996,54,135000,0.0,,,3.999999999999997,3.342411487992077
50,0.1,0.98,0.95,2,5,mega_state_agg,0.37298273108899593,51,40390,3.8744796905611754,21,35,3.999999999999997,3.342411487992077
50,0.1,0.98,0.95,2,10,value_iteration,1.3423431073315442,54,135000,0.0,,,3.999999999999997,2.6346604215456675
50,0.1,0.98,0.95,2,10,mega_state_agg,0.5124289896339178,110,51240,3.854486014913215,26,90,3.999999999999997,2.6346604215456675
50,0.1,0.98,0.95,5,20,value_iteration,1.343475345056504,54,135000,0.0,,,3.999999999999997,3.540426424693819
50,0.1,0.98,0.95,5,20,mega_state_agg,0.37563825584948063,64,38131,3.9700027417275034,19,49,3.999999999999997,3.540426424693819
50,0.1,0.98,0.99,2,5,value_iteration,1.3677675323560834,55,137500,0.0,,,19.999999999999982,4.193991154491383
50,0.1,0.98,0.99,2,5,mega_state_agg,0.3239651252515614,43,32785,19.72150084161797,16,30,19.999999999999982,4.193991154491383
50,0.1,1.0,0.8,2,5,value_iteration,0.5905954609625041,43,107500,0.0,,,1.0000000000000002,7.147606382978723
50,0.1,1.0,0.8,2,5,mega_state_agg,0.07812972133979201,16,15040,0.8314960921857337,5,10,1.0000000000000002,7.147606382978723
50,0.1,0.98,0.99,2,10,value_iteration,1.4092127098701894,55,137500,0.0,,,19.999999999999982,5.418078650799905
50,0.1,0.98,0.99,2,10,mega_state_agg,0.26789682684466243,57,25378,19.897218919221473,14,47,19.999999999999982,5.418078650799905
50,0.1,1.0,0.8,2,10,value_iteration,0.580381290987134,43,107500,0.0,,,1.0000000000000002,7.125339696427388
50,0.1,1.0,0.8,2,10,mega_state_agg,0.08261512080207467,27,15087,0.9871961091969541,7,21,1.0000000000000002,7.125339696427388
50,0.1,1.0,0.8,5,20,value_iteration,0.588649723213166,43,107500,0.0,,,1.0000000000000002,8.58351964228681
50,0.1,1.0,0.8,5,20,mega_state_agg,0.06190809328109026,9,12524,0.9228696374701721,6,4,1.0000000000000002,8.58351964228681
50,0.1,1.0,0.85,2,5,value_iteration,0.655851325020194,50,125000,0.0,,,1.3333333333333333,8.311170212765957
50,0.1,1.0,0.85,2,5,mega_state_agg,0.07483401987701654,16,15040,1.3322984874284538,5,10,1.3333333333333333,8.311170212765957
50,0.1,0.98,0.99,5,20,value_iteration,1.3476583561860025,55,137500,0.0,,,19.999999999999982,4.1767922235722965
50,0.1,0.98,0.99,5,20,mega_state_agg,0.30800726311281323,53,32920,19.69782019458422,14,40,19.999999999999982,4.1767922235722965
50,0.1,1.0,0.85,5,20,value_iteration,0.6229415270499885,50,125000,0.0,,,1.3333333333333333,6.21272365805169
50,0.1,1.0,0.85,5,20,mega_state_agg,0.08952829102054238,28,20120,1.2503420178463358,6,20,1.3333333333333333,6.21272365805169
50,0.1,1.0,0.85,2,10,value_iteration,0.6744094020687044,50,125000,0.0,,,1.3333333333333333,6.200704400019842
50,0.1,1.0,0.85,2,10,mega_state_agg,0.09713211795315146,39,20159,1.324992445147779,9,31,1.3333333333333333,6.200704400019842
50,0.1,1.0,0.9,2,5,value_iteration,0.6871048742905259,50,125000,0.0,,,2.0000000000000004,4.971760400922759
50,0.1,1.0,0.9,2,5,mega_state_agg,0.13360548485070467,32,25142,1.988856299020493,11,22,2.0000000000000004,4.971760400922759
50,0.1,1.0,0.9,2,10,value_iteration,0.6625246703624725,50,125000,0.0,,,2.0000000000000004,4.118616144975288
50,0.1,1.0,0.9,2,10,mega_state_agg,0.16281761368736625,62,30350,1.9643524457901629,11,50,2.0000000000000004,4.118616144975288
50,0.1,1.0,0.9,5,20,value_iteration,0.6152921789325774,50,125000,0.0,,,2.0000000000000004,5.526083112290009
50,0.1,1.0,0.9,5,20,mega_state_agg,0.10763408616185188,29,22620,1.9175814881731874,6,20,2.0000000000000004,5.526083112290009
50,0.1,1.0,0.95,2,5,value_iteration,0.694351271726191,50,125000,0.0,,,3.999999999999997,3.1005829095870023
50,0.1,1.0,0.95,2,5,mega_state_agg,0.21024828916415572,51,40315,3.7664565557499614,15,35,3.999999999999997,3.1005829095870023
50,0.1,1.0,0.95,2,10,value_iteration,0.6412983480840921,50,125000,0.0,,,3.999999999999997,2.7292576419213974
50,0.1,1.0,0.95,2,10,mega_state_agg,0.24374678311869502,98,45800,3.836277958555261,17,80,3.999999999999997,2.7292576419213974
50,0.1,1.0,0.95,5,20,value_iteration,0.6547662988305092,50,125000,0.0,,,3.999999999999997,3.074274471224791
50,0.1,1.0,0.95,5,20,mega_state_agg,0.20580123085528612,76,40660,3.8153110986159966,16,60,3.999999999999997,3.074274471224791
50,0.1,1.0,0.99,2,5,value_iteration,0.647195263300091,50,125000,0.0,,,19.999999999999982,4.13715496127623
50,0.1,1.0,0.99,2,5,mega_state_agg,0.14870285615324974,40,30214,19.98078366056385,13,28,19.999999999999982,4.13715496127623
50,0.1,1.0,0.99,2,10,value_iteration,0.6539751193486154,50,125000,0.0,,,19.999999999999982,4.952456418383518
50,0.1,1.0,0.99,2,10,mega_state_agg,0.13485729601234198,50,25240,19.851926585226,9,40,19.999999999999982,4.952456418383518
50,0.1,1.0,0.99,5,20,value_iteration,0.673945969901979,50,125000,0.0,,,19.999999999999982,4.935054680405859
50,0.1,1.0,0.99,5,20,mega_state_agg,0.13072722405195236,49,25329,19.890756224997787,11,39,19.999999999999982,4.935054680405859
50,0.2,0.5,0.8,2,5,value_iteration,0.8275436069816351,37,92500,0.0,,,2.0000000000000004,18.455706304868315
50,0.2,0.5,0.8,2,5,mega_state_agg,0.047742933966219425,6,5012,1.8043067380294224,3,4,2.0000000000000004,18.455706304868315
50,0.2,0.5,0.8,2,10,value_iteration,0.8506812849082053,37,92500,0.0,,,2.0000000000000004,18.455706304868315
50,0.2,0.5,0.8,2,10,mega_state_agg,0.044931523967534304,6,5012,1.8043067380294224,3,4,2.0000000000000004,18.455706304868315
50,0.2,0.5,0.8,5,20,value_iteration,0.9361951570026577,37,92500,0.0,,,2.0000000000000004,7.4
50,0.2,0.5,0.8,5,20,mega_state_agg,0.10450077010318637,5,12500,1.638280810842494,0,0,2.0000000000000004,7.4
50,0.2,0.5,0.85,2,5,value_iteration,1.150284631177783,49,122500,0.0,,,2.6666666666666665,16.300731869594145
50,0.2,0.5,0.85,2,5,mega_state_agg,0.06613596621900797,8,7515,2.50277722883808,3,5,2.6666666666666665,16.300731869594145
50,0.2,0.5,0.85,2,10,value_iteration,1.1961014182306826,49,122500,0.0,,,2.6666666666666665,24.39753037243577
50,0.2,0.5,0.85,2,10,mega_state_agg,0.04715884895995259,9,5021,2.607431379886382,3,7,2.6666666666666665,24.39753037243577
50,0.2,0.5,0.85,5,20,value_iteration,1.2181006777100265,49,122500,0.0,,,2.6666666666666665,9.795298256836718
50,0.2,0.5,0.85,5,20,mega_state_agg,0.12151608802378178,6,12506,2.5991177009109334,6,1,2.6666666666666665,9.795298256836718
50,0.2,0.5,0.9,2,5,value_iteration,1.846267350949347,74,185000,0.0,,,4.000000000000001,14.741035856573705
50,0.2,0.5,0.9,2,5,mega_state_agg,0.11814574524760246,15,12550,3.6374553854662413,7,10,4.000000000000001,14.741035856573705
50,0.2,0.5,0.9,2,10,value_iteration,1.8340704417787492,74,185000,0.0,,,4.000000000000001,18.44466600199402
50,0.2,0.5,0.9,2,10,mega_state_agg,0.09748255694285035,14,10030,3.958337619125948,3,10,4.000000000000001,18.44466600199402
50,0.2,0.5,0.9,5,20,value_iteration,1.7805286841467023,74,185000,0.0,,,4.000000000000001,14.75043852655079
50,0.2,0.5,0.9,5,20,mega_state_agg,0.10425905371084809,12,12542,3.9630644853626507,6,7,4.000000000000001,14.75043852655079
50,0.2,0.5,0.95,2,5,value_iteration,2.44235474569723,94,235000,0.0,,,7.999999999999994,9.290373591618897
50,0.2,0.5,0.95,2,5,mega_state_agg,0.26585405599325895,35,25295,7.978722113299661,20,25,7.999999999999994,9.290373591618897
50,0.2,0.5,0.95,2,10,value_iteration,2.28702437505126,94,235000,0.0,,,7.999999999999994,11.550181853927063
50,0.2,0.5,0.95,2,10,mega_state_agg,0.1991875972598791,44,20346,7.963835964386021,21,36,7.999999999999994,11.550181853927063
50,0.2,0.5,0.95,5,20,value_iteration,2.3250292697921395,94,235000,0.0,,,7.999999999999994,9.326507123863951
50,0.2,0.5,0.95,5,20,mega_state_agg,0.2416123296134174,33,25197,7.942977873011696,19,23,7.999999999999994,9.326507123863951
50,0.2,0.6,0.8,2,5,value_iteration,0.950004514772445,38,95000,0.0,,,2.0000000000000004,18.954509177972866
50,0.2,0.6,0.8,2,5,mega_state_agg,0.04876097897067666,6,5012,1.804263298878257,3,4,2.0000000000000004,18.954509177972866
50,0.2,0.5,0.99,2,5,value_iteration,2.9862803551368415,117,292500,0.0,,,39.999999999999964,6.017280394980457
50,0.2,0.5,0.99,2,5,mega_state_agg,0.48630357487127185,64,48610,39.98413129988502,47,45,39.999999999999964,6.017280394980457
50,0.2,0.6,0.8,2,10,value_iteration,0.9455735352821648,38,95000,0.0,,,2.0000000000000004,18.954509177972866
50,0.2,0.6,0.8,2,10,mega_state_agg,0.04699164489284158,6,5012,1.804263298878257,3,4,2.0000000000000004,18.954509177972866
50,0.2,0.5,0.99,2,10,value_iteration,2.877900999970734,117,292500,0.0,,,39.999999999999964,7.0515911282545805
50,0.2,0.5,0.99,2,10,mega_state_agg,0.445809890050441,86,41480,39.56419440233767,42,70,39.999999999999964,7.0515911282545805
50,0.2,0.6,0.8,5,20,value_iteration,0.9505244567990303,38,95000,0.0,,,2.0000000000000004,7.6
50,0.2,0.6,0.8,5,20,mega_state_agg,0.104378926102072,5,12500,1.6382373716913294,0,0,2.0000000000000004,7.6
50,0.2,0.5,0.99,5,20,value_iteration,2.9348190780729055,117,292500,0.0,,,39.999999999999964,6.662870159453303
50,0.2,0.5,0.99,5,20,mega_state_agg,0.43860422167927027,77,43900,39.387471455382226,42,60,39.999999999999964,6.662870159453303
50,0.2,0.6,0.85,2,10,value_iteration,1.265807176940143,51,127500,0.0,,,2.6666666666666665,25.393347938657637
50,0.2,0.6,0.85,2,10,mega_state_agg,0.04515170957893133,9,5021,2.6073874032692865,3,7,2.6666666666666665,25.393347938657637
50,0.2,0.6,0.85,2,5,value_iteration,1.2817596988752484,51,127500,0.0,,,2.6666666666666665,16.96606786427146
